X,Y,Z
7.35775,-1.78377,-0.413348
7.40175,1.92897,-0.429444
7.40175,1.91581,-0.429444
7.40175,1.90265,-0.429444
7.40075,1.88925,-0.429375
7.40075,1.87609,-0.429375
7.45075,1.87529,-0.432802
7.49375,1.87259,-0.43575
7.44675,-1.72697,-0.432528
7.38975,-1.72622,-0.428621
7.35775,-1.73145,-0.426428
7.35775,-1.74453,-0.426428
7.35775,-1.75761,-0.426428
7.35775,-1.77069,-0.426428
7.35775,-1.78377,-0.426428
7.40175,1.92897,-0.442602
7.40175,1.91581,-0.442602
7.40175,1.90265,-0.442602
7.40075,1.88925,-0.442532
7.40075,1.87609,-0.442532
7.45075,1.87529,-0.44605
7.49375,1.87259,-0.449075
7.44675,-1.72697,-0.445768
7.38975,-1.72622,-0.441758
7.35775,-1.73145,-0.439507
7.35775,-1.74453,-0.439507
7.35775,-1.75761,-0.439507
7.35775,-1.77069,-0.439507
7.35775,-1.78377,-0.439507
7.40175,1.92897,-0.455761
7.40175,1.91581,-0.455761
7.40175,1.90265,-0.455761
7.40075,1.88925,-0.455689
7.40075,1.87609,-0.455689
7.45075,1.87529,-0.459297
7.49375,1.87259,-0.462399
7.44675,-1.72697,-0.459008
7.38975,-1.72622,-0.454895
7.35775,-1.73145,-0.452587
7.35775,-1.74453,-0.452587
7.35775,-1.75761,-0.452587
7.35775,-1.77069,-0.452587
7.35775,-1.78377,-0.452587
7.40175,1.92897,-0.46892
7.40175,1.91581,-0.46892
7.40175,1.90265,-0.46892
7.40075,1.88925,-0.468846
7.40075,1.87609,-0.468846
7.45075,1.87529,-0.472544
7.49375,1.87259,-0.475724
7.44675,-1.72697,-0.472248
7.38975,-1.72622,-0.468033
7.35775,-1.73145,-0.465666
7.35775,-1.74453,-0.465666
7.35775,-1.75761,-0.465666
7.35775,-1.77069,-0.465666
7.35775,-1.78377,-0.465666
7.40175,1.92897,-0.482079
7.40175,1.91581,-0.482079
7.40175,1.90265,-0.482079
7.40075,1.88925,-0.482003
7.40075,1.87609,-0.482003
7.45075,1.87529,-0.485791
7.49375,1.87259,-0.489049
7.44675,-1.72697,-0.485488
7.38975,-1.72622,-0.48117
7.35775,-1.73145,-0.478745
7.35775,-1.74453,-0.478745
7.35775,-1.75761,-0.478745
7.35775,-1.77069,-0.478745
7.35775,-1.78377,-0.478745
7.40175,1.92897,-0.495238
7.40175,1.91581,-0.495238
7.40175,1.90265,-0.495238
7.40075,1.88925,-0.49516
7.40075,1.87609,-0.49516
7.45075,1.87529,-0.499038
7.49375,1.87259,-0.502373
7.44675,-1.72697,-0.498728
7.38975,-1.72622,-0.494307
7.35775,-1.73145,-0.491825
7.35775,-1.74453,-0.491825
7.35775,-1.75761,-0.491825
7.35775,-1.77069,-0.491825
7.35775,-1.78377,-0.491825
7.40175,1.92897,-0.508396
7.40175,1.91581,-0.508396
7.40175,1.90265,-0.508396
7.40075,1.88925,-0.508317
7.40075,1.87609,-0.508317
7.45075,1.87529,-0.512285
7.49375,1.87259,-0.515698
7.44675,-1.72697,-0.511968
7.38975,-1.72622,-0.507444
7.35775,-1.73145,-0.504904
7.35775,-1.74453,-0.504904
7.35775,-1.75761,-0.504904
7.35775,-1.77069,-0.504904
7.35775,-1.78377,-0.504904
7.40175,1.92897,-0.521555
7.40175,1.91581,-0.521555
7.40175,1.90265,-0.521555
7.40075,1.88925,-0.521474
7.40075,1.87609,-0.521474
7.45075,1.87529,-0.525533
7.49375,1.87259,-0.529023
7.44675,-1.72697,-0.525208
7.38975,-1.72622,-0.520581
7.35775,-1.73145,-0.517984
7.35775,-1.74453,-0.517984
7.35775,-1.75761,-0.517984
7.35775,-1.77069,-0.517984
7.35775,-1.78377,-0.517984
7.40175,1.92897,-0.534714
7.40175,1.91581,-0.534714
7.40175,1.90265,-0.534714
7.40075,1.88925,-0.534631
7.40075,1.87609,-0.534631
7.45075,1.87529,-0.53878
7.49375,1.87259,-0.542348
7.44675,-1.72697,-0.538448
7.38975,-1.72622,-0.533718
7.35775,-1.73145,-0.531063
7.35775,-1.74453,-0.531063
7.35775,-1.75761,-0.531063
7.35775,-1.77069,-0.531063
7.35775,-1.78377,-0.531063
7.40175,1.92897,-0.547873
7.40175,1.91581,-0.547873
7.40175,1.90265,-0.547873
7.40075,1.88925,-0.547788
7.40075,1.87609,-0.547788
7.45075,1.87529,-0.552027
7.49375,1.87259,-0.555672
7.44675,-1.72697,-0.551688
7.38975,-1.72622,-0.546855
7.35775,-1.73145,-0.544142
7.35775,-1.74453,-0.544142
7.35775,-1.75761,-0.544142
7.35775,-1.77069,-0.544142
7.35775,-1.78377,-0.544142
7.40175,1.92897,-0.561032
7.40175,1.91581,-0.561032
7.40175,1.90265,-0.561032
7.40075,1.88925,-0.560945
7.40075,1.87609,-0.560945
7.45075,1.87529,-0.565274
7.49375,1.87259,-0.568997
7.44675,-1.72697,-0.564928
7.38975,-1.72622,-0.559992
7.35775,-1.73145,-0.557222
7.35775,-1.74453,-0.557222
7.35775,-1.75761,-0.557222
7.35775,-1.77069,-0.557222
7.35775,-1.78377,-0.557222
7.40175,1.92897,-0.57419
7.40175,1.91581,-0.57419
7.40175,1.90265,-0.57419
7.40075,1.88925,-0.574102
7.40075,1.87609,-0.574102
7.45075,1.87529,-0.578521
7.49375,1.87259,-0.582322
7.44675,-1.72697,-0.578168
7.38975,-1.72622,-0.57313
7.35775,-1.73145,-0.570301
7.35775,-1.74453,-0.570301
7.35775,-1.75761,-0.570301
7.35775,-1.77069,-0.570301
7.35775,-1.78377,-0.570301
7.40175,1.92897,-0.587349
7.40175,1.91581,-0.587349
7.40175,1.90265,-0.587349
7.40075,1.88925,-0.587259
7.40075,1.87609,-0.587259
7.45075,1.87529,-0.591768
7.49375,1.87259,-0.595647
7.44675,-1.72697,-0.591408
7.38975,-1.72622,-0.586267
7.35775,-1.73145,-0.583381
7.35775,-1.74453,-0.583381
7.35775,-1.75761,-0.583381
7.35775,-1.77069,-0.583381
7.35775,-1.78377,-0.583381
7.40175,1.92897,-0.600508
7.40175,1.91581,-0.600508
7.40175,1.90265,-0.600508
7.40075,1.88925,-0.600416
7.40075,1.87609,-0.600416
7.45075,1.87529,-0.605016
7.49375,1.87259,-0.608971
7.46875,0.126824,-0.606671
7.46275,0.113501,-0.60612
7.46275,0.100232,-0.60612
7.46275,0.0869632,-0.60612
7.44675,-1.72697,-0.604648
7.38975,-1.72622,-0.599404
7.35775,-1.73145,-0.59646
7.35775,-1.74453,-0.59646
7.35775,-1.75761,-0.59646
7.35775,-1.77069,-0.59646
7.35775,-1.78377,-0.59646
7.40175,1.92897,-0.613667
7.40175,1.91581,-0.613667
7.40175,1.90265,-0.613667
7.40075,1.88925,-0.613573
7.40075,1.87609,-0.613573
7.45075,1.87529,-0.618263
7.49375,1.87259,-0.622296
7.46075,0.126752,-0.619201
7.45675,0.113458,-0.618825
7.45675,0.1002,-0.618825
7.45675,0.0869416,-0.618825
7.46775,0.0737034,-0.619857
7.44675,-1.72697,-0.617887
7.38975,-1.72622,-0.612541
7.35775,-1.73145,-0.60954
7.35775,-1.74453,-0.60954
7.35775,-1.75761,-0.60954
7.35775,-1.77069,-0.60954
7.35775,-1.78377,-0.60954
7.40175,1.92897,-0.626825
7.40175,1.91581,-0.626825
7.40175,1.90265,-0.626825
7.40075,1.88925,-0.62673
7.40075,1.87609,-0.62673
7.45075,1.87529,-0.63151
7.49375,1.87259,-0.635621
7.46075,0.126752,-0.632466
7.45675,0.113458,-0.632083
7.45675,0.1002,-0.632083
7.45675,0.0869416,-0.632083
7.46775,0.0737034,-0.633135
7.44675,-1.72697,-0.631127
7.38975,-1.72622,-0.625678
7.35775,-1.73145,-0.622619
7.35775,-1.74453,-0.622619
7.35775,-1.75761,-0.622619
7.35775,-1.77069,-0.622619
7.35775,-1.78377,-0.622619
7.40175,1.92897,-0.639984
7.40175,1.91581,-0.639984
7.40175,1.90265,-0.639984
7.40075,1.88925,-0.639887
7.40075,1.87609,-0.639887
7.45075,1.87529,-0.644757
7.49375,1.87259,-0.648946
7.46075,0.126752,-0.645731
7.45675,0.113458,-0.645341
7.45675,0.1002,-0.645341
7.45675,0.0869416,-0.645341
7.46775,0.0737034,-0.646413
7.44675,-1.72697,-0.644367
7.38975,-1.72622,-0.638815
7.35775,-1.73145,-0.635698
7.35775,-1.74453,-0.635698
7.35775,-1.75761,-0.635698
7.35775,-1.77069,-0.635698
7.35775,-1.78377,-0.635698
7.40175,1.92897,-0.653143
7.40175,1.91581,-0.653143
7.40175,1.90265,-0.653143
7.40075,1.88925,-0.653044
7.40075,1.87609,-0.653044
7.45075,1.87529,-0.658004
7.49375,1.87259,-0.66227
7.46075,0.126752,-0.658996
7.45675,0.113458,-0.658599
7.45675,0.1002,-0.658599
7.45675,0.0869416,-0.658599
7.46775,0.0737034,-0.659691
7.44675,-1.72697,-0.657607
7.38975,-1.72622,-0.651952
7.35775,-1.73145,-0.648778
7.35775,-1.74453,-0.648778
7.35775,-1.75761,-0.648778
7.35775,-1.77069,-0.648778
7.35775,-1.78377,-0.648778
7.40175,1.92897,-0.666302
7.40175,1.91581,-0.666302
7.40175,1.90265,-0.666302
7.40075,1.88925,-0.666201
7.40075,1.87609,-0.666201
7.45075,1.87529,-0.671251
7.49375,1.87259,-0.675595
7.46075,0.126752,-0.672262
7.45675,0.113458,-0.671857
7.45675,0.1002,-0.671857
7.45675,0.0869416,-0.671857
7.46775,0.0737034,-0.672969
7.44675,-1.72697,-0.670847
7.38975,-1.72622,-0.66509
7.35775,-1.73145,-0.661857
7.35775,-1.74453,-0.661857
7.35775,-1.75761,-0.661857
7.35775,-1.77069,-0.661857
7.35775,-1.78377,-0.661857
7.40175,1.92897,-0.679461
7.40175,1.91581,-0.679461
7.40175,1.90265,-0.679461
7.40075,1.88925,-0.679358
7.40075,1.87609,-0.679358
7.45075,1.87529,-0.684499
7.49375,1.87259,-0.68892
7.46075,0.126752,-0.685527
7.45675,0.113458,-0.685115
7.45675,0.1002,-0.685115
7.45675,0.0869416,-0.685115
7.46775,0.0737034,-0.686246
7.44675,-1.72697,-0.684087
7.38975,-1.72622,-0.678227
7.35775,-1.73145,-0.674937
7.35775,-1.74453,-0.674937
7.35775,-1.75761,-0.674937
7.35775,-1.77069,-0.674937
7.35775,-1.78377,-0.674937
7.40175,1.92897,-0.692619
7.40175,1.91581,-0.692619
7.40175,1.90265,-0.692619
7.40075,1.88925,-0.692515
7.40075,1.87609,-0.692515
7.45075,1.87529,-0.697746
7.49375,1.87259,-0.702244
7.46075,0.126752,-0.698792
7.45675,0.113458,-0.698373
7.45675,0.1002,-0.698373
7.45675,0.0869416,-0.698373
7.46775,0.0737034,-0.699524
7.44675,-1.72697,-0.697327
7.38975,-1.72622,-0.691364
7.35775,-1.73145,-0.688016
7.35775,-1.74453,-0.688016
7.35775,-1.75761,-0.688016
7.35775,-1.77069,-0.688016
7.35775,-1.78377,-0.688016
7.40175,1.92897,-0.705778
7.40175,1.91581,-0.705778
7.40175,1.90265,-0.705778
7.40075,1.88925,-0.705672
7.40075,1.87609,-0.705672
7.45075,1.87529,-0.710993
7.49375,1.87259,-0.715569
7.46075,0.126752,-0.712057
7.45675,0.113458,-0.711631
7.45675,0.1002,-0.711631
7.45675,0.0869416,-0.711631
7.46775,0.0737034,-0.712802
7.44675,-1.72697,-0.710567
7.38975,-1.72622,-0.704501
7.35775,-1.73145,-0.701095
7.35775,-1.74453,-0.701095
7.35775,-1.75761,-0.701095
7.35775,-1.77069,-0.701095
7.35775,-1.78377,-0.701095
7.40175,1.92897,-0.718937
7.40175,1.91581,-0.718937
7.40175,1.90265,-0.718937
7.40075,1.88925,-0.718829
7.40075,1.87609,-0.718829
7.45075,1.87529,-0.72424
7.49375,1.87259,-0.728894
7.46075,0.126752,-0.725322
7.45675,0.113458,-0.724889
7.45675,0.1002,-0.724889
7.45675,0.0869416,-0.724889
7.46775,0.0737034,-0.72608
7.44675,-1.72697,-0.723807
7.38975,-1.72622,-0.717638
7.35775,-1.73145,-0.714175
7.35775,-1.74453,-0.714175
7.35775,-1.75761,-0.714175
7.35775,-1.77069,-0.714175
7.35775,-1.78377,-0.714175
7.40175,1.92897,-0.732096
7.40175,1.91581,-0.732096
7.40175,1.90265,-0.732096
7.40075,1.88925,-0.731986
7.40075,1.87609,-0.731986
7.45075,1.87529,-0.737487
7.49375,1.87259,-0.742219
7.46075,0.126752,-0.738588
7.45675,0.113458,-0.738147
7.45675,0.1002,-0.738147
7.45675,0.0869416,-0.738147
7.46775,0.0737034,-0.739358
7.44675,-1.72697,-0.737047
7.38975,-1.72622,-0.730775
7.35775,-1.73145,-0.727254
7.35775,-1.74453,-0.727254
7.35775,-1.75761,-0.727254
7.35775,-1.77069,-0.727254
7.35775,-1.78377,-0.727254
7.40175,1.92897,-0.745254
7.40175,1.91581,-0.745254
7.40175,1.90265,-0.745254
7.40075,1.88925,-0.745143
7.40075,1.87609,-0.745143
7.45075,1.87529,-0.750734
7.49375,1.87259,-0.755543
7.46075,0.126752,-0.751853
7.45675,0.113458,-0.751405
7.45675,0.1002,-0.751405
7.45675,0.0869416,-0.751405
7.46775,0.0737034,-0.752636
7.44675,-1.72697,-0.750287
7.38975,-1.72622,-0.743912
7.35775,-1.73145,-0.740334
7.35775,-1.74453,-0.740334
7.35775,-1.75761,-0.740334
7.35775,-1.77069,-0.740334
7.35775,-1.78377,-0.740334
7.40175,1.92897,-0.758413
7.40175,1.91581,-0.758413
7.40175,1.90265,-0.758413
7.40075,1.88925,-0.7583
7.40075,1.87609,-0.7583
7.45075,1.87529,-0.763982
7.49375,1.87259,-0.768868
7.46075,0.126752,-0.765118
7.45675,0.113458,-0.764663
7.45675,0.1002,-0.764663
7.45675,0.0869416,-0.764663
7.46775,0.0737034,-0.765913
7.44675,-1.72697,-0.763527
7.38975,-1.72622,-0.75705
7.35775,-1.73145,-0.753413
7.35775,-1.74453,-0.753413
7.35775,-1.75761,-0.753413
7.35775,-1.77069,-0.753413
7.35775,-1.78377,-0.753413
7.40175,1.92897,-0.771572
7.40175,1.91581,-0.771572
7.40175,1.90265,-0.771572
7.40075,1.88925,-0.771456
7.40075,1.87609,-0.771456
7.45075,1.87529,-0.777229
7.49375,1.87259,-0.782193
7.47075,1.32233,-0.779538
7.47075,1.30905,-0.779538
7.47075,1.29577,-0.779538
7.47075,1.28248,-0.779538
7.47075,1.2692,-0.779538
7.47075,1.25592,-0.779538
7.47075,1.24263,-0.779538
7.46975,1.22919,-0.779422
7.46975,1.21591,-0.779422
7.46975,1.20263,-0.779422
7.46975,1.18935,-0.779422
7.46975,1.17607,-0.779422
7.46975,1.16279,-0.779422
7.46875,1.14936,-0.779307
7.46875,1.13608,-0.779307
7.46875,1.1228,-0.779307
7.46875,1.10952,-0.779307
7.46875,1.09624,-0.779307
7.46875,1.08296,-0.779307
7.46775,1.06954,-0.779191
7.46775,1.05626,-0.779191
7.46775,1.04299,-0.779191
7.46775,1.02971,-0.779191
7.46775,1.01643,-0.779191
7.46775,1.00315,-0.779191
7.46675,0.989748,-0.779076
7.46675,0.976471,-0.779076
7.46675,0.963196,-0.779076
7.46675,0.949919,-0.779076
7.46675,0.936643,-0.779076
7.46675,0.923367,-0.779076
7.46675,0.910091,-0.779076
7.46575,0.896702,-0.77896
7.46575,0.883428,-0.77896
7.46575,0.870153,-0.77896
7.46575,0.856879,-0.77896
7.46575,0.843605,-0.77896
7.46575,0.830331,-0.77896
7.46475,0.816954,-0.778845
7.46475,0.803681,-0.778845
7.46475,0.790409,-0.778845
7.46475,0.777136,-0.778845
7.46475,0.763864,-0.778845
7.46475,0.750592,-0.778845
7.46375,0.737227,-0.778729
7.46075,0.126752,-0.778383
7.45675,0.113458,-0.777921
7.45675,0.1002,-0.777921
7.45675,0.0869416,-0.777921
7.46775,0.0737034,-0.779191
7.51775,-0.527767,-0.784963
7.44875,-0.535535,-0.776998
7.44875,-0.548778,-0.776998
7.44875,-0.562022,-0.776998
7.44875,-0.575265,-0.776998
7.44875,-0.588509,-0.776998
7.44875,-0.601752,-0.776998
7.44775,-0.614904,-0.776882
7.44775,-0.628146,-0.776882
7.44775,-0.641388,-0.776882
7.44775,-0.654629,-0.776882
7.44775,-0.667871,-0.776882
7.44775,-0.681113,-0.776882
7.44675,-0.694252,-0.776767
7.44675,-0.707492,-0.776767
7.44675,-0.720732,-0.776767
7.44675,-0.733972,-0.776767
7.44675,-0.747212,-0.776767
7.44675,-0.760451,-0.776767
7.44575,-0.773578,-0.776652
7.44575,-0.786816,-0.776652
7.44575,-0.800054,-0.776652
7.44575,-0.813292,-0.776652
7.44575,-0.82653,-0.776652
7.44575,-0.839768,-0.776652
7.44575,-0.853007,-0.776652
7.44475,-0.866119,-0.776536
7.44475,-0.879355,-0.776536
7.44475,-0.892591,-0.776536
7.44475,-0.905828,-0.776536
7.44475,-0.919064,-0.776536
7.44475,-0.9323,-0.776536
7.44375,-0.945399,-0.776421
7.44375,-0.958634,-0.776421
7.44375,-0.971869,-0.776421
7.44375,-0.985103,-0.776421
7.44375,-0.998338,-0.776421
7.44375,-1.01157,-0.776421
7.44275,-1.02466,-0.776305
7.44275,-1.03789,-0.776305
7.44275,-1.05112,-0.776305
7.44275,-1.06436,-0.776305
7.44275,-1.07759,-0.776305
7.44275,-1.09082,-0.776305
7.44275,-1.10406,-0.776305
7.44175,-1.11713,-0.77619
7.44675,-1.72697,-0.776767
7.38975,-1.72622,-0.770187
7.35775,-1.73145,-0.766492
7.35775,-1.74453,-0.766492
7.35775,-1.75761,-0.766492
7.35775,-1.77069,-0.766492
7.35775,-1.78377,-0.766492
7.40175,1.92897,-0.784731
7.40175,1.91581,-0.784731
7.40175,1.90265,-0.784731
7.40075,1.88925,-0.784613
7.40075,1.87609,-0.784613
7.45075,1.87529,-0.790476
7.49375,1.87259,-0.795518
7.47075,1.32233,-0.792821
7.47075,1.30905,-0.792821
7.47075,1.29577,-0.792821
7.47075,1.28248,-0.792821
7.47075,1.2692,-0.792821
7.47075,1.25592,-0.792821
7.47075,1.24263,-0.792821
7.46975,1.22919,-0.792704
7.46975,1.21591,-0.792704
7.46975,1.20263,-0.792704
7.46975,1.18935,-0.792704
7.46975,1.17607,-0.792704
7.46975,1.16279,-0.792704
7.46875,1.14936,-0.792586
7.46875,1.13608,-0.792586
7.46875,1.1228,-0.792586
7.46875,1.10952,-0.792586
7.46875,1.09624,-0.792586
7.46875,1.08296,-0.792586
7.46775,1.06954,-0.792469
7.46775,1.05626,-0.792469
7.46775,1.04299,-0.792469
7.46775,1.02971,-0.792469
7.46775,1.01643,-0.792469
7.46775,1.00315,-0.792469
7.46675,0.989748,-0.792352
7.46675,0.976471,-0.792352
7.46675,0.963196,-0.792352
7.46675,0.949919,-0.792352
7.46675,0.936643,-0.792352
7.46675,0.923367,-0.792352
7.46675,0.910091,-0.792352
7.46575,0.896702,-0.792235
7.46575,0.883428,-0.792235
7.46575,0.870153,-0.792235
7.46575,0.856879,-0.792235
7.46575,0.843605,-0.792235
7.46575,0.830331,-0.792235
7.46475,0.816954,-0.792117
7.46475,0.803681,-0.792117
7.46475,0.790409,-0.792117
7.46475,0.777136,-0.792117
7.46475,0.763864,-0.792117
7.46475,0.750592,-0.792117
7.46375,0.737227,-0.792
7.46075,0.126752,-0.791648
7.45675,0.113458,-0.791179
7.45675,0.1002,-0.791179
7.45675,0.0869416,-0.791179
7.46775,0.0737034,-0.792469
7.51775,-0.527767,-0.798331
7.44875,-0.535535,-0.790241
7.44875,-0.548778,-0.790241
7.43575,-0.56092,-0.788717
7.43475,-0.574053,-0.7886
7.43475,-0.587271,-0.7886
7.43475,-0.60049,-0.7886
7.43475,-0.613708,-0.7886
7.43475,-0.626926,-0.7886
7.43475,-0.640145,-0.7886
7.43375,-0.653266,-0.788483
7.43375,-0.666482,-0.788483
7.43375,-0.679699,-0.788483
7.43375,-0.692915,-0.788483
7.43375,-0.706132,-0.788483
7.43375,-0.719348,-0.788483
7.43275,-0.732456,-0.788365
7.43275,-0.745671,-0.788365
7.43275,-0.758886,-0.788365
7.43275,-0.7721,-0.788365
7.43275,-0.785315,-0.788365
7.43275,-0.79853,-0.788365
7.43275,-0.811745,-0.788365
7.43175,-0.824838,-0.788248
7.43175,-0.838051,-0.788248
7.43175,-0.851264,-0.788248
7.43175,-0.864477,-0.788248
7.43175,-0.87769,-0.788248
7.43175,-0.890903,-0.788248
7.43075,-0.903984,-0.788131
7.43075,-0.917195,-0.788131
7.43075,-0.930406,-0.788131
7.43075,-0.943617,-0.788131
7.43075,-0.956828,-0.788131
7.43075,-0.97004,-0.788131
7.42975,-0.983108,-0.788014
7.42975,-0.996317,-0.788014
7.42975,-1.00953,-0.788014
7.42975,-1.02274,-0.788014
7.42975,-1.03595,-0.788014
7.42975,-1.04915,-0.788014
7.42975,-1.06236,-0.788014
7.42875,-1.07542,-0.787896
7.42875,-1.08863,-0.787896
7.44275,-1.10406,-0.789538
7.44175,-1.11713,-0.789421
7.44675,-1.72697,-0.790007
7.38975,-1.72622,-0.783324
7.35775,-1.73145,-0.779572
7.35775,-1.74453,-0.779572
7.35775,-1.75761,-0.779572
7.35775,-1.77069,-0.779572
7.35775,-1.78377,-0.779572
7.40175,1.92897,-0.79789
7.40175,1.91581,-0.79789
7.40175,1.90265,-0.79789
7.40075,1.88925,-0.797771
7.40075,1.87609,-0.797771
7.45075,1.87529,-0.803723
7.49375,1.87259,-0.808842
7.47075,1.32233,-0.806104
7.47075,1.30905,-0.806104
7.47075,1.29577,-0.806104
7.47075,1.28248,-0.806104
7.47075,1.2692,-0.806104
7.47075,1.25592,-0.806104
7.47075,1.24263,-0.806104
7.46975,1.22919,-0.805985
7.45075,1.21293,-0.803723
7.45075,1.19968,-0.803723
7.45075,1.18643,-0.803723
7.45075,1.17319,-0.803723
7.45075,1.15994,-0.803723
7.45075,1.14669,-0.803723
7.44975,1.1333,-0.803604
7.44975,1.12005,-0.803604
7.44975,1.10681,-0.803604
7.44975,1.09356,-0.803604
7.44975,1.08032,-0.803604
7.44975,1.06707,-0.803604
7.44875,1.05369,-0.803485
7.44875,1.04045,-0.803485
7.44875,1.02721,-0.803485
7.44875,1.01396,-0.803485
7.44875,1.00072,-0.803485
7.44875,0.987475,-0.803485
7.44875,0.974231,-0.803485
7.44775,0.960865,-0.803366
7.44775,0.947623,-0.803366
7.44775,0.934382,-0.803366
7.44775,0.92114,-0.803366
7.44775,0.907898,-0.803366
7.44775,0.894656,-0.803366
7.44675,0.881303,-0.803247
7.44675,0.868063,-0.803247
7.44675,0.854823,-0.803247
7.44675,0.841583,-0.803247
7.44675,0.828343,-0.803247
7.44675,0.815103,-0.803247
7.46475,0.803681,-0.80539
7.46475,0.790409,-0.80539
7.46475,0.777136,-0.80539
7.46475,0.763864,-0.80539
7.46475,0.750592,-0.80539
7.46375,0.737227,-0.805271
7.46075,0.126752,-0.804914
7.45675,0.113458,-0.804437
7.45675,0.1002,-0.804437
7.45675,0.0869416,-0.804437
7.46775,0.0737034,-0.805747
7.51775,-0.527767,-0.811699
7.44875,-0.535535,-0.803485
7.44875,-0.548778,-0.803485
7.43575,-0.56092,-0.801937
7.43475,-0.574053,-0.801818
7.43475,-0.587271,-0.801818
7.43475,-0.60049,-0.801818
7.43475,-0.613708,-0.801818
7.43475,-0.626926,-0.801818
7.43475,-0.640145,-0.801818
7.43375,-0.653266,-0.801699
7.43375,-0.666482,-0.801699
7.43375,-0.679699,-0.801699
7.43375,-0.692915,-0.801699
7.43375,-0.706132,-0.801699
7.43375,-0.719348,-0.801699
7.43275,-0.732456,-0.80158
7.43275,-0.745671,-0.80158
7.43275,-0.758886,-0.80158
7.43275,-0.7721,-0.80158
7.43275,-0.785315,-0.80158
7.43275,-0.79853,-0.80158
7.43275,-0.811745,-0.80158
7.43175,-0.824838,-0.801461
7.43175,-0.838051,-0.801461
7.43175,-0.851264,-0.801461
7.43175,-0.864477,-0.801461
7.43175,-0.87769,-0.801461
7.43175,-0.890903,-0.801461
7.43075,-0.903984,-0.801342
7.43075,-0.917195,-0.801342
7.43075,-0.930406,-0.801342
7.43075,-0.943617,-0.801342
7.43075,-0.956828,-0.801342
7.43075,-0.97004,-0.801342
7.42975,-0.983108,-0.801223
7.42975,-0.996317,-0.801223
7.42975,-1.00953,-0.801223
7.42975,-1.02274,-0.801223
7.42975,-1.03595,-0.801223
7.42975,-1.04915,-0.801223
7.42975,-1.06236,-0.801223
7.42875,-1.07542,-0.801104
7.42875,-1.08863,-0.801104
7.44275,-1.10406,-0.802771
7.44175,-1.11713,-0.802652
7.44675,-1.72697,-0.803247
7.38975,-1.72622,-0.796461
7.35775,-1.73145,-0.792651
7.35775,-1.74453,-0.792651
7.35775,-1.75761,-0.792651
7.35775,-1.77069,-0.792651
7.35775,-1.78377,-0.792651
7.40175,1.92897,-0.811048
7.40175,1.91581,-0.811048
7.40175,1.90265,-0.811048
7.40075,1.88925,-0.810927
7.40075,1.87609,-0.810927
7.45075,1.87529,-0.81697
7.49375,1.87259,-0.822167
7.47075,1.32233,-0.819387
7.47075,1.30905,-0.819387
7.47075,1.29577,-0.819387
7.47075,1.28248,-0.819387
7.47075,1.2692,-0.819387
7.47075,1.25592,-0.819387
7.47075,1.24263,-0.819387
7.46975,1.22919,-0.819266
7.45075,1.21293,-0.81697
7.45075,1.19968,-0.81697
7.45075,1.18643,-0.81697
7.45075,1.17319,-0.81697
7.45075,1.15994,-0.81697
7.45075,1.14669,-0.81697
7.44975,1.1333,-0.816849
7.44975,1.12005,-0.816849
7.44975,1.10681,-0.816849
7.44975,1.09356,-0.816849
7.44975,1.08032,-0.816849
7.44975,1.06707,-0.816849
7.44875,1.05369,-0.816729
7.44875,1.04045,-0.816729
7.44875,1.02721,-0.816729
7.44875,1.01396,-0.816729
7.44875,1.00072,-0.816729
7.44875,0.987475,-0.816729
7.44875,0.974231,-0.816729
7.44775,0.960865,-0.816608
7.44775,0.947623,-0.816608
7.44775,0.934382,-0.816608
7.44775,0.92114,-0.816608
7.44775,0.907898,-0.816608
7.44775,0.894656,-0.816608
7.44675,0.881303,-0.816487
7.44675,0.868063,-0.816487
7.44675,0.854823,-0.816487
7.44675,0.841583,-0.816487
7.44675,0.828343,-0.816487
7.44675,0.815103,-0.816487
7.46475,0.803681,-0.818662
7.46475,0.790409,-0.818662
7.46475,0.777136,-0.818662
7.46475,0.763864,-0.818662
7.46475,0.750592,-0.818662
7.46375,0.737227,-0.818541
7.46075,0.126752,-0.818179
7.45675,0.113458,-0.817695
7.45675,0.1002,-0.817695
7.45675,0.0869416,-0.817695
7.46775,0.0737034,-0.819025
7.51775,-0.527767,-0.825068
7.44875,-0.535535,-0.816729
7.44875,-0.548778,-0.816729
7.43575,-0.56092,-0.815157
7.43475,-0.574053,-0.815037
7.43475,-0.587271,-0.815037
7.43475,-0.60049,-0.815037
7.43475,-0.613708,-0.815037
7.43475,-0.626926,-0.815037
7.43475,-0.640145,-0.815037
7.43375,-0.653266,-0.814916
7.43375,-0.666482,-0.814916
7.43375,-0.679699,-0.814916
7.43375,-0.692915,-0.814916
7.43375,-0.706132,-0.814916
7.43375,-0.719348,-0.814916
7.43275,-0.732456,-0.814795
7.43275,-0.745671,-0.814795
7.43275,-0.758886,-0.814795
7.43275,-0.7721,-0.814795
7.43275,-0.785315,-0.814795
7.43275,-0.79853,-0.814795
7.43275,-0.811745,-0.814795
7.43175,-0.824838,-0.814674
7.43175,-0.838051,-0.814674
7.43175,-0.851264,-0.814674
7.43175,-0.864477,-0.814674
7.43175,-0.87769,-0.814674
7.43175,-0.890903,-0.814674
7.43075,-0.903984,-0.814553
7.43075,-0.917195,-0.814553
7.43075,-0.930406,-0.814553
7.43075,-0.943617,-0.814553
