X,Y,Z
7.43075,-0.956828,-0.814553
7.43075,-0.97004,-0.814553
7.42975,-0.983108,-0.814432
7.42975,-0.996317,-0.814432
7.42975,-1.00953,-0.814432
7.42975,-1.02274,-0.814432
7.42975,-1.03595,-0.814432
7.42975,-1.04915,-0.814432
7.42975,-1.06236,-0.814432
7.42875,-1.07542,-0.814311
7.42875,-1.08863,-0.814311
7.44275,-1.10406,-0.816003
7.44175,-1.11713,-0.815883
7.44675,-1.72697,-0.816487
7.38975,-1.72622,-0.809598
7.35775,-1.73145,-0.805731
7.35775,-1.74453,-0.805731
7.35775,-1.75761,-0.805731
7.35775,-1.77069,-0.805731
7.35775,-1.78377,-0.805731
7.40175,1.92897,-0.824207
7.40175,1.91581,-0.824207
7.40175,1.90265,-0.824207
7.40075,1.88925,-0.824084
7.40075,1.87609,-0.824084
7.45075,1.87529,-0.830217
7.49375,1.87259,-0.835492
7.47075,1.32233,-0.832671
7.47075,1.30905,-0.832671
7.47075,1.29577,-0.832671
7.47075,1.28248,-0.832671
7.47075,1.2692,-0.832671
7.47075,1.25592,-0.832671
7.47075,1.24263,-0.832671
7.46975,1.22919,-0.832548
7.45075,1.21293,-0.830217
7.45075,1.19968,-0.830217
7.45075,1.18643,-0.830217
7.45075,1.17319,-0.830217
7.45075,1.15994,-0.830217
7.45075,1.14669,-0.830217
7.44975,1.1333,-0.830095
7.44975,1.12005,-0.830095
7.44975,1.10681,-0.830095
7.44975,1.09356,-0.830095
7.44975,1.08032,-0.830095
7.44975,1.06707,-0.830095
7.44875,1.05369,-0.829972
7.44875,1.04045,-0.829972
7.44875,1.02721,-0.829972
7.44875,1.01396,-0.829972
7.44875,1.00072,-0.829972
7.44875,0.987475,-0.829972
7.44875,0.974231,-0.829972
7.44775,0.960865,-0.829849
7.44775,0.947623,-0.829849
7.44775,0.934382,-0.829849
7.44775,0.92114,-0.829849
7.44775,0.907898,-0.829849
7.44775,0.894656,-0.829849
7.44675,0.881303,-0.829727
7.44675,0.868063,-0.829727
7.44675,0.854823,-0.829727
7.44675,0.841583,-0.829727
7.44675,0.828343,-0.829727
7.44675,0.815103,-0.829727
7.46475,0.803681,-0.831935
7.46475,0.790409,-0.831935
7.46475,0.777136,-0.831935
7.46475,0.763864,-0.831935
7.46475,0.750592,-0.831935
7.46375,0.737227,-0.831812
7.46075,0.126752,-0.831444
7.45675,0.113458,-0.830953
7.45675,0.1002,-0.830953
7.45675,0.0869416,-0.830953
7.46775,0.0737034,-0.832303
7.51775,-0.527767,-0.838436
7.44875,-0.535535,-0.829972
7.44875,-0.548778,-0.829972
7.43575,-0.56092,-0.828378
7.43475,-0.574053,-0.828255
7.43475,-0.587271,-0.828255
7.43475,-0.60049,-0.828255
7.43475,-0.613708,-0.828255
7.43475,-0.626926,-0.828255
7.43475,-0.640145,-0.828255
7.43375,-0.653266,-0.828132
7.43375,-0.666482,-0.828132
7.43375,-0.679699,-0.828132
7.43375,-0.692915,-0.828132
7.43375,-0.706132,-0.828132
7.43375,-0.719348,-0.828132
7.43275,-0.732456,-0.82801
7.43275,-0.745671,-0.82801
7.43275,-0.758886,-0.82801
7.43275,-0.7721,-0.82801
7.43275,-0.785315,-0.82801
7.43275,-0.79853,-0.82801
7.43275,-0.811745,-0.82801
7.43175,-0.824838,-0.827887
7.43175,-0.838051,-0.827887
7.43175,-0.851264,-0.827887
7.43175,-0.864477,-0.827887
7.43175,-0.87769,-0.827887
7.43175,-0.890903,-0.827887
7.43075,-0.903984,-0.827764
7.43075,-0.917195,-0.827764
7.43075,-0.930406,-0.827764
7.43075,-0.943617,-0.827764
7.43075,-0.956828,-0.827764
7.43075,-0.97004,-0.827764
7.42975,-0.983108,-0.827642
7.42975,-0.996317,-0.827642
7.42975,-1.00953,-0.827642
7.42975,-1.02274,-0.827642
7.42975,-1.03595,-0.827642
7.42975,-1.04915,-0.827642
7.42975,-1.06236,-0.827642
7.42875,-1.07542,-0.827519
7.42875,-1.08863,-0.827519
7.44275,-1.10406,-0.829236
7.44175,-1.11713,-0.829113
7.44675,-1.72697,-0.829727
7.38975,-1.72622,-0.822735
7.35775,-1.73145,-0.81881
7.35775,-1.74453,-0.81881
7.35775,-1.75761,-0.81881
7.35775,-1.77069,-0.81881
7.35775,-1.78377,-0.81881
7.40175,1.92897,-0.837366
7.40175,1.91581,-0.837366
7.40175,1.90265,-0.837366
7.40075,1.88925,-0.837241
7.40075,1.87609,-0.837241
7.45075,1.87529,-0.843465
7.49375,1.87259,-0.848816
7.47075,1.32233,-0.845954
7.47075,1.30905,-0.845954
7.47075,1.29577,-0.845954
7.47075,1.28248,-0.845954
7.47075,1.2692,-0.845954
7.47075,1.25592,-0.845954
7.47075,1.24263,-0.845954
7.46975,1.22919,-0.845829
7.45075,1.21293,-0.843465
7.45075,1.19968,-0.843465
7.45075,1.18643,-0.843465
7.45075,1.17319,-0.843465
7.45075,1.15994,-0.843465
7.45075,1.14669,-0.843465
7.44975,1.1333,-0.84334
7.44975,1.12005,-0.84334
7.44975,1.10681,-0.84334
7.44975,1.09356,-0.84334
7.44975,1.08032,-0.84334
7.44975,1.06707,-0.84334
7.44875,1.05369,-0.843216
7.44875,1.04045,-0.843216
7.44875,1.02721,-0.843216
7.44875,1.01396,-0.843216
7.44875,1.00072,-0.843216
7.44875,0.987475,-0.843216
7.44875,0.974231,-0.843216
7.44775,0.960865,-0.843091
7.44775,0.947623,-0.843091
7.44775,0.934382,-0.843091
7.44775,0.92114,-0.843091
7.44775,0.907898,-0.843091
7.44775,0.894656,-0.843091
7.44675,0.881303,-0.842967
7.44675,0.868063,-0.842967
7.44675,0.854823,-0.842967
7.44675,0.841583,-0.842967
7.44675,0.828343,-0.842967
7.44675,0.815103,-0.842967
7.46475,0.803681,-0.845207
7.46475,0.790409,-0.845207
7.46475,0.777136,-0.845207
7.46475,0.763864,-0.845207
7.46475,0.750592,-0.845207
7.46375,0.737227,-0.845083
7.46075,0.126752,-0.844709
7.45675,0.113458,-0.844211
7.45675,0.1002,-0.844211
7.45675,0.0869416,-0.844211
7.46775,0.0737034,-0.84558
7.51775,-0.527767,-0.851804
7.44875,-0.535535,-0.843216
7.44875,-0.548778,-0.843216
7.43575,-0.56092,-0.841598
7.43475,-0.574053,-0.841473
7.43475,-0.587271,-0.841473
7.43475,-0.60049,-0.841473
7.43475,-0.613708,-0.841473
7.43475,-0.626926,-0.841473
7.43475,-0.640145,-0.841473
7.43375,-0.653266,-0.841349
7.43375,-0.666482,-0.841349
7.43375,-0.679699,-0.841349
7.43375,-0.692915,-0.841349
7.43375,-0.706132,-0.841349
7.43375,-0.719348,-0.841349
7.43275,-0.732456,-0.841224
7.43275,-0.745671,-0.841224
7.43275,-0.758886,-0.841224
7.43275,-0.7721,-0.841224
7.43275,-0.785315,-0.841224
7.43275,-0.79853,-0.841224
7.43275,-0.811745,-0.841224
7.43175,-0.824838,-0.8411
7.43175,-0.838051,-0.8411
7.43175,-0.851264,-0.8411
7.43175,-0.864477,-0.8411
7.43175,-0.87769,-0.8411
7.43175,-0.890903,-0.8411
7.43075,-0.903984,-0.840975
7.43075,-0.917195,-0.840975
7.43075,-0.930406,-0.840975
7.43075,-0.943617,-0.840975
7.43075,-0.956828,-0.840975
7.43075,-0.97004,-0.840975
7.42975,-0.983108,-0.840851
7.42975,-0.996317,-0.840851
7.42975,-1.00953,-0.840851
7.42975,-1.02274,-0.840851
7.42975,-1.03595,-0.840851
7.42975,-1.04915,-0.840851
7.42975,-1.06236,-0.840851
7.42875,-1.07542,-0.840726
7.42875,-1.08863,-0.840726
7.44275,-1.10406,-0.842469
7.44175,-1.11713,-0.842344
7.44675,-1.72697,-0.842967
7.38975,-1.72622,-0.835872
7.35775,-1.73145,-0.83189
7.35775,-1.74453,-0.83189
7.35775,-1.75761,-0.83189
7.35775,-1.77069,-0.83189
7.35775,-1.78377,-0.83189
7.40175,1.92897,-0.850525
7.40175,1.91581,-0.850525
7.40175,1.90265,-0.850525
7.40075,1.88925,-0.850398
7.40075,1.87609,-0.850398
7.45075,1.87529,-0.856712
7.49375,1.87259,-0.862141
7.47075,1.32233,-0.859237
7.47075,1.30905,-0.859237
7.47075,1.29577,-0.859237
7.47075,1.28248,-0.859237
7.47075,1.2692,-0.859237
7.47075,1.25592,-0.859237
7.47075,1.24263,-0.859237
7.46975,1.22919,-0.859111
7.45075,1.21293,-0.856712
7.45075,1.19968,-0.856712
7.45075,1.18643,-0.856712
7.45075,1.17319,-0.856712
7.45075,1.15994,-0.856712
7.45075,1.14669,-0.856712
7.44975,1.1333,-0.856585
7.44975,1.12005,-0.856585
7.44975,1.10681,-0.856585
7.44975,1.09356,-0.856585
7.44975,1.08032,-0.856585
7.44975,1.06707,-0.856585
7.44875,1.05369,-0.856459
7.44875,1.04045,-0.856459
7.44875,1.02721,-0.856459
7.44875,1.01396,-0.856459
7.44875,1.00072,-0.856459
7.44875,0.987475,-0.856459
7.44875,0.974231,-0.856459
7.44775,0.960865,-0.856333
7.44775,0.947623,-0.856333
7.44775,0.934382,-0.856333
7.44775,0.92114,-0.856333
7.44775,0.907898,-0.856333
7.44775,0.894656,-0.856333
7.44675,0.881303,-0.856207
7.44675,0.868063,-0.856207
7.44675,0.854823,-0.856207
7.44675,0.841583,-0.856207
7.44675,0.828343,-0.856207
7.44675,0.815103,-0.856207
7.46475,0.803681,-0.858479
7.46475,0.790409,-0.858479
7.46475,0.777136,-0.858479
7.46475,0.763864,-0.858479
7.46475,0.750592,-0.858479
7.46375,0.737227,-0.858353
7.46075,0.126752,-0.857974
7.45675,0.113458,-0.857469
7.45675,0.1002,-0.857469
7.45675,0.0869416,-0.857469
7.46775,0.0737034,-0.858858
7.51775,-0.527767,-0.865172
7.44875,-0.535535,-0.856459
7.44875,-0.548778,-0.856459
7.43575,-0.56092,-0.854818
7.43475,-0.574053,-0.854691
7.43475,-0.587271,-0.854691
7.43475,-0.60049,-0.854691
7.43475,-0.613708,-0.854691
7.43475,-0.626926,-0.854691
7.43475,-0.640145,-0.854691
7.43375,-0.653266,-0.854565
7.43375,-0.666482,-0.854565
7.43375,-0.679699,-0.854565
7.43375,-0.692915,-0.854565
7.43375,-0.706132,-0.854565
7.43375,-0.719348,-0.854565
7.43275,-0.732456,-0.854439
7.43275,-0.745671,-0.854439
7.43275,-0.758886,-0.854439
7.43275,-0.7721,-0.854439
7.43275,-0.785315,-0.854439
7.43275,-0.79853,-0.854439
7.43275,-0.811745,-0.854439
7.43175,-0.824838,-0.854313
7.43175,-0.838051,-0.854313
7.43175,-0.851264,-0.854313
7.43175,-0.864477,-0.854313
7.43175,-0.87769,-0.854313
7.43175,-0.890903,-0.854313
7.43075,-0.903984,-0.854186
7.43075,-0.917195,-0.854186
7.43075,-0.930406,-0.854186
7.43075,-0.943617,-0.854186
7.43075,-0.956828,-0.854186
7.43075,-0.97004,-0.854186
7.42975,-0.983108,-0.85406
7.42975,-0.996317,-0.85406
7.42975,-1.00953,-0.85406
7.42975,-1.02274,-0.85406
7.42975,-1.03595,-0.85406
7.42975,-1.04915,-0.85406
7.42975,-1.06236,-0.85406
7.42875,-1.07542,-0.853934
7.42875,-1.08863,-0.853934
7.44275,-1.10406,-0.855702
7.44175,-1.11713,-0.855575
7.44675,-1.72697,-0.856207
7.38975,-1.72622,-0.849009
7.35775,-1.73145,-0.844969
7.35775,-1.74453,-0.844969
7.35775,-1.75761,-0.844969
7.35775,-1.77069,-0.844969
7.35775,-1.78377,-0.844969
7.40175,1.92897,-0.863684
7.40175,1.91581,-0.863684
7.40175,1.90265,-0.863684
7.40075,1.88925,-0.863555
7.40075,1.87609,-0.863555
7.47875,1.88221,-0.873545
7.49375,1.87259,-0.875466
7.47075,1.32233,-0.87252
7.47075,1.30905,-0.87252
7.47075,1.29577,-0.87252
7.47075,1.28248,-0.87252
7.47075,1.2692,-0.87252
7.47075,1.25592,-0.87252
7.47075,1.24263,-0.87252
7.46975,1.22919,-0.872392
7.45075,1.21293,-0.869959
7.45075,1.19968,-0.869959
7.45075,1.18643,-0.869959
7.45075,1.17319,-0.869959
7.45075,1.15994,-0.869959
7.45075,1.14669,-0.869959
7.44975,1.1333,-0.869831
7.44975,1.12005,-0.869831
7.44975,1.10681,-0.869831
7.44975,1.09356,-0.869831
7.44975,1.08032,-0.869831
7.44975,1.06707,-0.869831
7.44875,1.05369,-0.869703
7.44875,1.04045,-0.869703
7.44875,1.02721,-0.869703
7.44875,1.01396,-0.869703
7.44875,1.00072,-0.869703
7.44875,0.987475,-0.869703
7.44875,0.974231,-0.869703
7.44775,0.960865,-0.869575
7.44775,0.947623,-0.869575
7.44775,0.934382,-0.869575
7.44775,0.92114,-0.869575
7.44775,0.907898,-0.869575
7.44775,0.894656,-0.869575
7.44675,0.881303,-0.869447
7.44675,0.868063,-0.869447
7.44675,0.854823,-0.869447
7.44675,0.841583,-0.869447
7.44675,0.828343,-0.869447
7.44675,0.815103,-0.869447
7.46475,0.803681,-0.871752
7.46475,0.790409,-0.871752
7.46475,0.777136,-0.871752
7.46475,0.763864,-0.871752
7.46475,0.750592,-0.871752
7.46375,0.737227,-0.871624
7.46075,0.126752,-0.87124
7.45675,0.113458,-0.870727
7.45675,0.1002,-0.870727
7.45675,0.0869416,-0.870727
7.46775,0.0737034,-0.872136
7.51775,-0.527767,-0.87854
7.44875,-0.535535,-0.869703
7.44875,-0.548778,-0.869703
7.43575,-0.56092,-0.868038
7.43475,-0.574053,-0.86791
7.43475,-0.587271,-0.86791
7.43475,-0.60049,-0.86791
7.43475,-0.613708,-0.86791
7.43475,-0.626926,-0.86791
7.43475,-0.640145,-0.86791
7.43375,-0.653266,-0.867782
7.43375,-0.666482,-0.867782
7.43375,-0.679699,-0.867782
7.43375,-0.692915,-0.867782
7.43375,-0.706132,-0.867782
7.43375,-0.719348,-0.867782
7.43275,-0.732456,-0.867654
7.43275,-0.745671,-0.867654
7.43275,-0.758886,-0.867654
7.43275,-0.7721,-0.867654
7.43275,-0.785315,-0.867654
7.43275,-0.79853,-0.867654
7.43275,-0.811745,-0.867654
7.43175,-0.824838,-0.867526
7.43175,-0.838051,-0.867526
7.43175,-0.851264,-0.867526
7.43175,-0.864477,-0.867526
7.43175,-0.87769,-0.867526
7.43175,-0.890903,-0.867526
7.43075,-0.903984,-0.867397
7.43075,-0.917195,-0.867397
7.43075,-0.930406,-0.867397
7.43075,-0.943617,-0.867397
7.43075,-0.956828,-0.867397
7.43075,-0.97004,-0.867397
7.42975,-0.983108,-0.867269
7.42975,-0.996317,-0.867269
7.42975,-1.00953,-0.867269
7.42975,-1.02274,-0.867269
7.42975,-1.03595,-0.867269
7.42975,-1.04915,-0.867269
7.42975,-1.06236,-0.867269
7.42875,-1.07542,-0.867141
7.42875,-1.08863,-0.867141
7.44275,-1.10406,-0.868934
7.44175,-1.11713,-0.868806
7.44875,-1.72746,-0.869703
7.38975,-1.72622,-0.862147
7.35775,-1.73145,-0.858048
7.35775,-1.74453,-0.858048
7.35775,-1.75761,-0.858048
7.35775,-1.77069,-0.858048
7.35775,-1.78377,-0.858048
7.47975,1.92235,-0.886972
7.47775,1.90855,-0.886713
7.47775,1.89526,-0.886713
7.47875,1.88221,-0.886842
7.49375,1.87259,-0.888791
7.47075,1.32233,-0.885804
7.47075,1.30905,-0.885804
7.47075,1.29577,-0.885804
7.47075,1.28248,-0.885804
7.47075,1.2692,-0.885804
7.47075,1.25592,-0.885804
7.47075,1.24263,-0.885804
7.46975,1.22919,-0.885674
7.45075,1.21293,-0.883206
7.45075,1.19968,-0.883206
7.45075,1.18643,-0.883206
7.45075,1.17319,-0.883206
7.45075,1.15994,-0.883206
7.45075,1.14669,-0.883206
7.44975,1.1333,-0.883076
7.44975,1.12005,-0.883076
7.44975,1.10681,-0.883076
7.44975,1.09356,-0.883076
7.44975,1.08032,-0.883076
7.44975,1.06707,-0.883076
7.44875,1.05369,-0.882946
7.44875,1.04045,-0.882946
7.44875,1.02721,-0.882946
7.44875,1.01396,-0.882946
7.44875,1.00072,-0.882946
7.44875,0.987475,-0.882946
7.44875,0.974231,-0.882946
7.44775,0.960865,-0.882816
7.44775,0.947623,-0.882816
7.44775,0.934382,-0.882816
7.44775,0.92114,-0.882816
7.44775,0.907898,-0.882816
7.44775,0.894656,-0.882816
7.44675,0.881303,-0.882686
7.44675,0.868063,-0.882686
7.44675,0.854823,-0.882686
7.44675,0.841583,-0.882686
7.44675,0.828343,-0.882686
7.44675,0.815103,-0.882686
7.46475,0.803681,-0.885024
7.46475,0.790409,-0.885024
7.46475,0.777136,-0.885024
7.46475,0.763864,-0.885024
7.46475,0.750592,-0.885024
7.46375,0.737227,-0.884894
7.46075,0.126752,-0.884505
7.45675,0.113458,-0.883985
7.45675,0.1002,-0.883985
7.45675,0.0869416,-0.883985
7.46775,0.0737034,-0.885414
7.51775,-0.527767,-0.891908
7.44875,-0.535535,-0.882946
7.44875,-0.548778,-0.882946
7.43575,-0.56092,-0.881258
7.43475,-0.574053,-0.881128
7.43475,-0.587271,-0.881128
7.43475,-0.60049,-0.881128
7.43475,-0.613708,-0.881128
7.43475,-0.626926,-0.881128
7.43475,-0.640145,-0.881128
7.43375,-0.653266,-0.880998
7.43375,-0.666482,-0.880998
7.43375,-0.679699,-0.880998
7.43375,-0.692915,-0.880998
7.43375,-0.706132,-0.880998
7.43375,-0.719348,-0.880998
7.43275,-0.732456,-0.880868
7.43275,-0.745671,-0.880868
7.43275,-0.758886,-0.880868
7.43275,-0.7721,-0.880868
7.43275,-0.785315,-0.880868
7.43275,-0.79853,-0.880868
7.43275,-0.811745,-0.880868
7.43175,-0.824838,-0.880738
7.43175,-0.838051,-0.880738
7.43175,-0.851264,-0.880738
7.43175,-0.864477,-0.880738
7.43175,-0.87769,-0.880738
7.43175,-0.890903,-0.880738
7.43075,-0.903984,-0.880608
7.43075,-0.917195,-0.880608
7.43075,-0.930406,-0.880608
7.43075,-0.943617,-0.880608
7.43075,-0.956828,-0.880608
7.43075,-0.97004,-0.880608
7.42975,-0.983108,-0.880479
7.42975,-0.996317,-0.880479
7.42975,-1.00953,-0.880479
7.42975,-1.02274,-0.880479
7.42975,-1.03595,-0.880479
7.42975,-1.04915,-0.880479
7.42975,-1.06236,-0.880479
7.42875,-1.07542,-0.880349
7.42875,-1.08863,-0.880349
7.44275,-1.10406,-0.882167
7.44175,-1.11713,-0.882037
7.44875,-1.72746,-0.882946
7.43575,-1.73751,-0.881258
7.43475,-1.75048,-0.881128
7.43475,-1.7637,-0.881128
7.43575,-1.77717,-0.881258
7.47975,1.92235,-0.900272
7.47775,1.90855,-0.900008
7.47775,1.89526,-0.900008
7.47875,1.88221,-0.90014
7.49375,1.87259,-0.902115
7.47075,1.32233,-0.899087
7.47075,1.30905,-0.899087
7.47075,1.29577,-0.899087
7.47075,1.28248,-0.899087
7.47075,1.2692,-0.899087
7.47075,1.25592,-0.899087
7.47075,1.24263,-0.899087
7.46975,1.22919,-0.898955
7.45075,1.21293,-0.896453
7.45075,1.19968,-0.896453
7.45075,1.18643,-0.896453
7.45075,1.17319,-0.896453
7.45075,1.15994,-0.896453
7.45075,1.14669,-0.896453
7.44975,1.1333,-0.896321
7.44975,1.12005,-0.896321
7.44975,1.10681,-0.896321
7.44975,1.09356,-0.896321
7.44975,1.08032,-0.896321
7.44975,1.06707,-0.896321
7.44875,1.05369,-0.89619
7.44875,1.04045,-0.89619
7.44875,1.02721,-0.89619
7.44875,1.01396,-0.89619
7.44875,1.00072,-0.89619
7.44875,0.987475,-0.89619
7.44875,0.974231,-0.89619
7.44775,0.960865,-0.896058
7.44775,0.947623,-0.896058
7.44775,0.934382,-0.896058
7.44775,0.92114,-0.896058
7.44775,0.907898,-0.896058
7.44775,0.894656,-0.896058
7.44675,0.881303,-0.895926
7.44675,0.868063,-0.895926
7.44675,0.854823,-0.895926
7.44675,0.841583,-0.895926
7.44675,0.828343,-0.895926
7.44675,0.815103,-0.895926
7.46475,0.803681,-0.898297
7.46475,0.790409,-0.898297
7.46475,0.777136,-0.898297
7.46475,0.763864,-0.898297
7.46475,0.750592,-0.898297
7.46375,0.737227,-0.898165
7.46075,0.126752,-0.89777
7.45675,0.113458,-0.897243
7.45675,0.1002,-0.897243
7.45675,0.0869416,-0.897243
7.46775,0.0737034,-0.898692
7.51775,-0.527767,-0.905276
7.44875,-0.535535,-0.89619
7.44875,-0.548778,-0.89619
7.43575,-0.56092,-0.894478
7.43475,-0.574053,-0.894346
7.43475,-0.587271,-0.894346
7.43475,-0.60049,-0.894346
7.43475,-0.613708,-0.894346
7.43475,-0.626926,-0.894346
7.43475,-0.640145,-0.894346
7.43375,-0.653266,-0.894215
7.43375,-0.666482,-0.894215
7.43375,-0.679699,-0.894215
7.43375,-0.692915,-0.894215
7.43375,-0.706132,-0.894215
7.43375,-0.719348,-0.894215
7.43275,-0.732456,-0.894083
7.43275,-0.745671,-0.894083
7.43275,-0.758886,-0.894083
7.43275,-0.7721,-0.894083
7.43275,-0.785315,-0.894083
7.43275,-0.79853,-0.894083
7.43275,-0.811745,-0.894083
7.43175,-0.824838,-0.893951
7.43175,-0.838051,-0.893951
7.43175,-0.851264,-0.893951
7.43175,-0.864477,-0.893951
7.43175,-0.87769,-0.893951
7.43175,-0.890903,-0.893951
7.43075,-0.903984,-0.89382
7.43075,-0.917195,-0.89382
7.43075,-0.930406,-0.89382
7.43075,-0.943617,-0.89382
7.43075,-0.956828,-0.89382
7.43075,-0.97004,-0.89382
7.42975,-0.983108,-0.893688
7.42975,-0.996317,-0.893688
7.42975,-1.00953,-0.893688
7.42975,-1.02274,-0.893688
7.42975,-1.03595,-0.893688
7.42975,-1.04915,-0.893688
7.42975,-1.06236,-0.893688
7.42875,-1.07542,-0.893556
7.42875,-1.08863,-0.893556
7.44275,-1.10406,-0.8954
7.44175,-1.11713,-0.895268
7.44875,-1.72746,-0.89619
7.43575,-1.73751,-0.894478
7.43475,-1.75048,-0.894346
7.43475,-1.7637,-0.894346
7.43575,-1.77717,-0.894478
7.47975,1.92235,-0.913571
7.47775,1.90855,-0.913304
7.47775,1.89526,-0.913304
7.47875,1.88221,-0.913438
7.49375,1.87259,-0.91544
7.47075,1.32233,-0.91237
7.47075,1.30905,-0.91237
7.47075,1.29577,-0.91237
7.47075,1.28248,-0.91237
7.47075,1.2692,-0.91237
7.47075,1.25592,-0.91237
7.47075,1.24263,-0.91237
7.46975,1.22919,-0.912237
7.45075,1.21293,-0.9097
7.45075,1.19968,-0.9097
7.45075,1.18643,-0.9097
7.45075,1.17319,-0.9097
7.45075,1.15994,-0.9097
7.45075,1.14669,-0.9097
7.44975,1.1333,-0.909567
7.44975,1.12005,-0.909567
7.44975,1.10681,-0.909567
7.44975,1.09356,-0.909567
7.44975,1.08032,-0.909567
7.44975,1.06707,-0.909567
7.44875,1.05369,-0.909433
7.44875,1.04045,-0.909433
7.44875,1.02721,-0.909433
7.44875,1.01396,-0.909433
7.44875,1.00072,-0.909433
7.44875,0.987475,-0.909433
7.44875,0.974231,-0.909433
7.44775,0.960865,-0.9093
7.44775,0.947623,-0.9093
7.44775,0.934382,-0.9093
7.44775,0.92114,-0.9093
7.44775,0.907898,-0.9093
7.44775,0.894656,-0.9093
7.44675,0.881303,-0.909166
7.44675,0.868063,-0.909166
7.44675,0.854823,-0.909166
7.44675,0.841583,-0.909166
7.44675,0.828343,-0.909166
7.44675,0.815103,-0.909166
7.46475,0.803681,-0.911569
7.46475,0.790409,-0.911569
7.46475,0.777136,-0.911569
7.46475,0.763864,-0.911569
7.46475,0.750592,-0.911569
7.46375,0.737227,-0.911436
7.46075,0.126752,-0.911035
7.45675,0.113458,-0.910501
7.45675,0.1002,-0.910501
7.45675,0.0869416,-0.910501
7.46775,0.0737034,-0.91197
7.51775,-0.527767,-0.918644
7.44875,-0.535535,-0.909433
7.44875,-0.548778,-0.909433
7.43575,-0.56092,-0.907698
7.43475,-0.574053,-0.907565
7.43475,-0.587271,-0.907565
7.43475,-0.60049,-0.907565
7.43475,-0.613708,-0.907565
7.43475,-0.626926,-0.907565
7.43475,-0.640145,-0.907565
7.43375,-0.653266,-0.907431
7.43375,-0.666482,-0.907431
7.43375,-0.679699,-0.907431
7.43375,-0.692915,-0.907431
7.43375,-0.706132,-0.907431
7.43375,-0.719348,-0.907431
7.43275,-0.732456,-0.907298
7.43275,-0.745671,-0.907298
7.43275,-0.758886,-0.907298
7.43275,-0.7721,-0.907298
7.43275,-0.785315,-0.907298
7.43275,-0.79853,-0.907298
7.43275,-0.811745,-0.907298
7.43175,-0.824838,-0.907164
7.43175,-0.838051,-0.907164
7.43175,-0.851264,-0.907164
7.43175,-0.864477,-0.907164
7.43175,-0.87769,-0.907164
7.43175,-0.890903,-0.907164
7.43075,-0.903984,-0.907031
7.43075,-0.917195,-0.907031
7.43075,-0.930406,-0.907031
7.43075,-0.943617,-0.907031
7.43075,-0.956828,-0.907031
7.43075,-0.97004,-0.907031
7.42975,-0.983108,-0.906897
7.42975,-0.996317,-0.906897
7.42975,-1.00953,-0.906897
7.42975,-1.02274,-0.906897
7.42975,-1.03595,-0.906897
7.42975,-1.04915,-0.906897
7.42975,-1.06236,-0.906897
7.42875,-1.07542,-0.906764
7.42875,-1.08863,-0.906764
7.44275,-1.10406,-0.908633
7.44175,-1.11713,-0.908499
7.44875,-1.72746,-0.909433
7.43575,-1.73751,-0.907698
7.43475,-1.75048,-0.907565
7.43475,-1.7637,-0.907565
7.43575,-1.77717,-0.907698
7.47975,1.92235,-0.926871
7.47775,1.90855,-0.9266
7.47775,1.89526,-0.9266
7.47875,1.88221,-0.926736
7.49375,1.87259,-0.928765
7.47075,1.32233,-0.925653
7.47075,1.30905,-0.925653
7.47075,1.29577,-0.925653
7.47075,1.28248,-0.925653
7.47075,1.2692,-0.925653
7.47075,1.25592,-0.925653
7.47075,1.24263,-0.925653
7.46975,1.22919,-0.925518
7.45075,1.21293,-0.922948
7.45075,1.19968,-0.922948
7.45075,1.18643,-0.922948
7.45075,1.17319,-0.922948
7.45075,1.15994,-0.922948
7.45075,1.14669,-0.922948
7.44975,1.1333,-0.922812
7.44975,1.12005,-0.922812
7.44975,1.10681,-0.922812
7.44975,1.09356,-0.922812
7.44975,1.08032,-0.922812
7.44975,1.06707,-0.922812
7.44875,1.05369,-0.922677
7.44875,1.04045,-0.922677
7.44875,1.02721,-0.922677
7.44875,1.01396,-0.922677
7.44875,1.00072,-0.922677
7.44875,0.987475,-0.922677
7.44875,0.974231,-0.922677
7.44775,0.960865,-0.922542
7.44775,0.947623,-0.922542
7.44775,0.934382,-0.922542
7.44775,0.92114,-0.922542
7.44775,0.907898,-0.922542
7.44775,0.894656,-0.922542
7.44675,0.881303,-0.922406
7.44675,0.868063,-0.922406
7.44675,0.854823,-0.922406
7.44675,0.841583,-0.922406
7.44675,0.828343,-0.922406
7.44675,0.815103,-0.922406
7.46475,0.803681,-0.924842
7.46475,0.790409,-0.924842
7.46475,0.777136,-0.924842
7.46475,0.763864,-0.924842
7.46475,0.750592,-0.924842
7.46375,0.737227,-0.924706
7.46075,0.126752,-0.9243
7.45675,0.113458,-0.923759
7.45675,0.1002,-0.923759
7.45675,0.0869416,-0.923759
7.46775,0.0737034,-0.925247
7.51775,-0.527767,-0.932012
7.44875,-0.535535,-0.922677
7.44875,-0.548778,-0.922677
7.43575,-0.56092,-0.920918
7.43475,-0.574053,-0.920783
7.43475,-0.587271,-0.920783
7.43475,-0.60049,-0.920783
7.43475,-0.613708,-0.920783
7.43475,-0.626926,-0.920783
7.43475,-0.640145,-0.920783
7.43375,-0.653266,-0.920648
7.43375,-0.666482,-0.920648
7.43375,-0.679699,-0.920648
7.43375,-0.692915,-0.920648
7.43375,-0.706132,-0.920648
